id,Peptides,Unique peptides,Sequence coverage [%],Mol. weight [kDa],Q-value,Score,Intensity,MS/MS count,Protein ID,Log2 enrichment,Log10,T-test Significant,Test statistic,Sample_1_Control,Sample_2_Control,Sample_3_Control,Patient_1,Patient_2,Patient_3
1430,8,8,39.7,17.222,0,32.259,2849800000,83,414,-0.818403,0.73507,,-1.71932,28.0217,28.0706,26.6664,27.9218,27.095,27.095
1958,5,5,69.8,10.116,0,49.552,873420000,40,754,-0.819891,0.99647,,-2.34441,26.3637,25.4345,25.1495,25.0688,25.0195,25.0195
1632,35,34,54,109.43,0,323.31,1953000000,208,209,-0.823692,1.02536,,-2.41812,27.0634,27.565,26.1105,26.8746,26.4865,26.4865
308,9,8,23.1,59.663,0,17.936,195030000,28,53,-0.824377,1.11753,,-2.66075,23.8189,24.2082,22.9643,23.613,22.9902,22.9902
1997,7,7,24.4,44.803,0,32.011,172990000,38,994,-0.831516,1.51455,+,-3.86737,23.9643,24.0965,23.0025,23.5205,23.0737,23.0737
1242,16,12,36.5,46.871,0,38.847,467270000,54,64,-0.832205,1.59847,+,-4.1635,25.322,25.2244,24.524,24.6532,24.1458,24.1458
2085,12,12,46.8,55.18,0,77.079,786650000,96,566,-0.833109,1.13017,,-2.69495,26.0319,26.0239,24.8371,25.6494,25.0979,25.0979
2116,8,6,26.3,46.513,0,87.425,567500000,47,704,-0.836723,1.38554,+,-3.44257,25.6357,25.2106,24.3065,24.7755,24.6772,24.6772
1585,30,30,41.9,100.23,0,298.07,2595100000,226,425,-0.841199,0.951361,,-2.2314,27.4842,28.0266,26.478,27.3312,26.9334,26.9334
1989,5,3,19.7,38.405,0,36.174,104390000,26,199,-0.843332,2.34907,+,-7.74505,23.2249,23.0019,22.1618,22.313,22.3354,22.3354
636,15,14,47.7,29.667,0,207.68,2317200000,130,610,-0.844014,1.18272,,-2.83982,27.38,28.0573,27.1081,26.8164,26.6994,26.6994
26,7,6,22,40.04,0,35.403,265290000,38,31,-0.846554,1.97498,+,-5.72204,24.8051,24.7137,24.1321,23.7679,23.8385,23.8385
1846,10,9,38.1,33.637,0,30.615,272100000,59,395,-0.846592,1.37531,+,-3.41037,24.3553,24.9545,23.9755,23.71,23.7394,23.7394
1551,27,27,26.5,155.68,0,323.31,536080000,86,855,-0.8619,0.718255,,-1.68121,24.9589,25.9339,24.1751,25.1205,24.458,24.458
1584,5,5,17.9,70.644,0,7.9173,223030000,16,662,-0.863741,0.731733,,-1.71174,23.9767,25.0379,23.7304,24.0138,23.1864,23.1864
1264,5,5,34.1,14.551,0,34.972,2025900000,33,1016,-0.865725,0.925588,,-2.16791,27.2008,27.5266,26.0267,27.0401,26.4271,26.4271
1794,22,22,19.1,182.85,0,156.91,254160000,50,545,-0.866154,0.323587,,-0.815132,23.028,25.1442,22.1252,23.8853,23.6493,23.6493
841,12,12,58.1,26.227,0,35.245,531790000,53,219,-0.877327,1.96204,+,-5.66135,25.6391,25.7849,24.9679,24.9249,24.6112,24.6112
1423,14,14,58.7,24.205,0,264.48,7191900000,134,36,-0.877612,0.836845,,-1.95474,29.0309,29.6031,27.8569,28.8935,28.5678,28.5678
1702,4,4,22.4,24.665,0,9.3822,125230000,15,740,-0.882772,1.0165,,-2.3954,23.0307,24.0052,22.6164,22.7268,22.5623,22.5623
566,7,7,27.4,48.103,0,22.099,83006000,18,214,-0.884693,1.32271,+,-3.24791,22.4982,23.1926,21.833,22.0527,21.9964,21.9964
629,7,7,28.4,31.745,0,65.021,447250000,37,898,-0.888091,1.4026,+,-3.49678,25.1983,25.6344,24.621,24.7311,24.2327,24.2327
1862,7,6,20.1,61.64,0,15.757,64491000,11,140,-0.888353,0.85769,,-2.00409,22.1838,23.2691,21.8653,22.0667,21.5824,21.5824
1050,11,5,51.3,34.769,0,144.09,659810000,96,555,-0.891466,1.25974,,-3.06014,25.7995,25.9989,25.2404,24.5717,25.211,25.211
63,19,19,39.7,77.569,0,107.32,1238700000,116,367,-0.892646,1.24459,,-3.016,26.5885,27.0555,26.0143,26.1995,25.5742,25.5742
1406,13,13,47.1,24.146,0,79.841,6339600000,121,258,-0.894609,0.710798,,-1.66437,28.8946,29.1898,27.4719,28.8802,28.0908,28.0908
820,35,34,51.7,90.932,0,168.49,3154200000,293,731,-0.897983,1.16241,,-2.78333,27.8209,28.1884,26.7159,27.4998,27.1044,27.1044
120,27,27,32,117.46,0,134.69,888680000,172,352,-0.899664,1.68452,+,-4.48487,26.1422,26.4384,25.2073,25.6413,25.3232,25.3232
851,29,24,51.8,69.602,0,323.31,3651700000,237,198,-0.899955,1.46254,+,-3.69187,28.2408,28.5842,27.4521,27.8162,27.2694,27.2694
1424,8,8,60,14.839,0,76.313,2420500000,121,866,-0.907448,0.937267,,-2.19659,27.4448,27.7735,26.1674,27.2259,26.7119,26.7119
1280,9,9,48.5,18.898,0,88.22,3139300000,127,202,-0.908092,1.29826,,-3.17413,27.8385,28.2875,26.7998,27.381,27.284,27.284
486,5,5,11.2,67.494,0,20.988,57182000,12,490,-0.919058,1.591,+,-4.13646,22.0499,22.4702,21.1862,21.5818,21.2548,21.2548
1507,7,7,38.9,17.779,0,37.819,2150900000,65,70,-0.922816,0.739823,,-1.73013,27.2169,28.0005,26.1826,27.3482,26.5268,26.5268
976,6,5,95.6,11.514,0,53.378,5756400000,60,220,-0.925524,0.996908,,-2.34552,29.2115,28.8894,27.5621,28.5357,28.277,28.277
878,7,7,18.7,55.964,0,18.937,100810000,22,937,-0.929181,1.13677,,-2.71291,22.9178,23.3574,21.9932,22.6739,21.9581,21.9581
1236,4,4,34.6,14.57,0,154.65,787680000,27,646,-0.936701,0.815686,,-1.90506,26.0255,26.0749,25.7847,25.0888,24.4669,24.4669
1682,11,11,28.1,65.38,0,59.331,484030000,53,561,-0.941764,0.741795,,-1.73462,25.2076,25.782,23.8481,25.1801,24.6308,24.6308
1493,58,58,19.4,469.08,0,323.31,1048700000,202,612,-0.944616,1.40878,+,-3.51654,26.4547,26.8515,25.4803,26.0495,25.5958,25.5958
1132,25,25,68.8,37.429,0,196.35,4177800000,197,65,-0.954211,1.40734,+,-3.51193,28.3955,29.0092,27.8652,27.8583,27.521,27.521
172,26,19,41.8,80.253,0,77.332,947250000,129,600,-0.954423,1.29648,,-3.16882,26.186,26.6608,25.2257,25.8407,25.3407,25.3407
2146,18,18,36.3,90.359,0,109.37,430170000,63,132,-0.962594,1.88423,+,-5.30811,25.1479,25.4069,24.1381,24.541,24.2654,24.2654
557,4,4,50,10.715,0,5.6859,232530000,21,8,-0.963334,1.21131,,-2.92046,24.76,24.2136,23.6518,23.7892,23.1293,23.1293
1612,116,116,33.9,532.4,0,323.31,2988600000,480,923,-0.963879,1.14982,,-2.74863,27.8802,28.198,26.6772,27.5522,26.9961,26.9961
343,5,5,35.9,21.883,0,13.944,247800000,35,249,-0.964589,0.845231,,-1.97455,24.0922,24.7118,22.8195,23.9638,23.529,23.529
666,4,4,20,34.208,0,28.366,160870000,29,503,-0.96932,1.92664,+,-5.4982,23.6986,23.8417,22.6692,23.0611,22.6722,22.6722
1566,25,25,44.2,95.807,0,89.054,1897500000,174,443,-0.974831,1.41823,+,-3.54692,27.3055,27.6769,26.32,26.8839,26.3451,26.3451
780,6,6,7.3,116.19,0,13.806,73302000,27,542,-0.976405,1.09674,,-2.60497,23.4534,22.4962,22.1622,21.9772,21.8557,21.8557
228,6,6,3.8,241.26,0,8.4957,33158000,5,259,-0.983594,1.87898,+,-5.28496,22.1502,22.2891,21.134,21.51,21.0641,21.0641
266,14,3,38.3,31.948,0,253.63,5238000000,146,550,-0.990442,1.23436,,-2.98645,28.6698,29.2078,27.718,28.3564,27.7706,27.7706
122,6,6,22.8,40.183,0,22.533,47918000,12,457,-1.00651,1.17818,,-2.82714,21.9159,22.8102,21.1952,21.5305,21.344,21.344
2118,5,5,48,14.585,0,46.343,441900000,35,708,-1.01065,0.985105,,-2.31571,25.024,25.529,23.8734,24.8666,24.0576,24.0576
1882,14,14,27.6,92.25,0,38.179,253900000,42,966,-1.01424,1.42751,+,-3.57693,24.5033,24.4984,23.134,23.8898,23.4362,23.4362
883,49,49,54.8,145.83,0,323.31,2846200000,295,300,-1.01571,1.04399,,-2.46623,27.5416,28.2748,26.4705,27.2967,26.9103,26.9103
1547,5,5,11.6,44.027,0,24.43,399230000,31,438,-1.02485,1.12767,,-2.68818,25.1598,25.2496,23.9107,24.7675,23.8615,23.8615
1850,4,4,22,25.835,0,14.418,239680000,18,92,-1.03295,1.74142,+,-4.70794,24.641,24.6688,23.5613,23.9415,23.3629,23.3629
477,5,5,9.2,84.302,0,7.555,67499000,13,125,-1.03399,1.31607,+,-3.22777,22.2203,23.0626,21.6498,21.5089,21.6637,21.6637
601,8,8,21.1,52.269,0,130.68,333460000,48,116,-1.03504,1.96875,+,-5.69272,24.819,25.1088,23.7553,24.1418,23.8895,23.8895
148,16,16,43.8,59.632,0,156.89,2211300000,106,722,-1.03728,1.34448,+,-3.3145,27.5978,27.7255,26.6429,27.0297,26.2004,26.2004
211,3,3,8.3,55.527,0,4.1436,22028000,9,993,-1.03854,0.827689,,-1.93319,22.6303,21.1918,20.9264,20.8511,20.8401,20.8401
1810,6,6,19.3,58.743,0,21.528,198050000,36,87,-1.04148,1.41871,+,-3.54847,23.9288,24.3329,22.7044,23.2262,23.3374,23.3374
2066,25,25,43,92.239,0,192.96,1005800000,111,100,-1.04269,0.688476,,-1.6142,25.6302,26.6591,24.3433,25.7152,25.2475,25.2475
787,18,15,38.3,63.704,0,107.09,1350600000,94,193,-1.05248,1.4704,+,-3.71803,27.1846,27.3352,25.8921,26.6181,26.1121,26.1121
1854,13,13,59.1,39.31,0,34.416,540210000,53,349,-1.05325,1.25868,,-3.05705,25.4524,25.7651,24.1033,24.971,24.5922,24.5922
1992,4,4,36.6,25.249,0,46.549,100400000,20,411,-1.05333,2.05369,+,-6.10335,23.0507,22.9679,22.0171,22.1469,21.7038,21.7038
1915,19,19,26.1,95.581,0,57.431,613930000,89,728,-1.06017,0.964354,,-2.2637,25.3298,25.9888,24.0558,25.1255,24.6161,24.6161
824,17,17,27.5,90.254,0,165.77,443800000,74,818,-1.06186,1.00547,,-2.36727,25.0999,25.8683,24.0276,24.9322,24.3069,24.3069
1656,11,11,46,36.091,0,72.46,322390000,58,614,-1.0636,2.81369,+,-11.1754,25.0586,25.1536,24.1131,24.1088,23.9056,23.9056
908,20,20,25.5,106.92,0,117.79,654350000,100,2,-1.0649,1.03737,,-2.44908,25.5525,26.0564,24.1974,25.2481,24.7731,24.7731
285,11,11,45.7,38.91,0,105.23,848730000,82,486,-1.07027,1.34996,+,-3.33141,26.4537,26.5254,25.0997,25.9075,25.2505,25.2505
1730,26,24,39,123.51,0,203.7,780220000,104,177,-1.07128,1.97168,+,-5.70651,26.0883,26.4823,25.0427,25.3508,25.2485,25.2485
1550,40,40,43,140.96,0,270.09,2094700000,259,792,-1.0788,1.19311,,-2.86897,27.4754,27.847,26.2403,27.117,26.3899,26.3899
1341,20,20,43.7,39.594,0,80.121,1534900000,122,482,-1.08489,2.04434,+,-6.05691,27.3101,27.4768,26.3262,26.5246,26.0749,26.0749
1887,9,9,13.5,114.71,0,29.943,160820000,38,1005,-1.08606,0.729472,,-1.70661,22.9952,24.4176,22.2586,23.1548,22.4475,22.4475
221,11,11,24.1,80.379,0,23.025,174470000,23,492,-1.08863,1.28593,,-3.13736,23.934,24.0817,22.389,23.1645,23.2042,23.2042
1795,35,35,35.5,168.59,0,284.44,1161300000,158,352,-1.09837,0.947199,,-2.2211,26.2318,26.7223,24.671,25.7992,25.6658,25.6658
1757,8,8,46.7,26.888,0,147.01,1331500000,90,208,-1.1105,1.14198,,-2.72714,26.7286,26.9614,25.1811,26.2462,25.7762,25.7762
1755,6,6,40.2,31.496,0,15.532,260430000,16,753,-1.1241,1.62068,+,-4.24468,24.8318,24.9579,23.5878,24.1739,23.5505,23.5505
1765,26,26,33,131.04,0,221.41,3076200000,132,269,-1.12919,1.29176,,-3.15471,27.7712,28.1529,26.331,27.1567,27.0108,27.0108
1123,81,78,50.8,280.01,0,323.31,6147700000,603,46,-1.13007,3.01486,+,-13.0743,29.3198,29.1886,28.0216,28.211,28.1397,28.1397
1310,3,3,34.9,10.112,0,25.821,639100000,33,336,-1.13135,1.6645,+,-4.40842,25.7627,25.971,24.8757,24.9703,24.3605,24.3605
885,5,5,24.7,31.635,0,10.213,87447000,12,164,-1.14323,0.791796,,-1.84946,22.6973,23.7458,21.5965,22.8079,21.8306,21.8306
1674,11,6,23.3,82.688,0,74.84,344960000,57,592,-1.1434,1.64784,+,-4.3456,24.9125,25.33,23.7033,24.2717,23.9584,23.9584
827,21,16,38.1,70.942,0,169.88,777250000,80,1015,-1.15314,1.23992,,-3.0025,25.8574,26.5186,24.7885,25.4907,24.8253,24.8253
1814,6,6,23.5,22.487,0,17.604,481780000,18,157,-1.15664,0.997757,,-2.34768,24.7857,25.9491,23.9206,24.544,24.1676,24.1676
903,3,3,9.8,51.246,0,11.303,34904000,7,689,-1.15935,1.40393,+,-3.50103,21.6811,22.4564,20.7293,21.1504,20.8485,20.8485
1569,15,15,17,138.49,0,32.398,150370000,47,960,-1.16204,0.457417,,-1.10774,22.9635,24.6072,21.3087,23.3768,23.1845,23.1845
871,13,13,25.7,82.3,0,193.37,303340000,61,381,-1.16668,1.05822,,-2.50328,24.6697,25.1543,23.3625,24.4083,23.4651,23.4651
1520,118,11,62.8,274.61,0,323.31,11613000000,982,219,-1.16814,1.0497,,-2.48105,29.7361,30.2429,28.2286,29.3848,28.8506,28.8506
262,5,5,43.6,17.789,0,31.473,39522000,12,37,-1.17625,1.1507,,-2.75103,21.5993,22.6869,20.8906,21.1754,20.8346,20.8346
177,9,9,40.4,30.415,0,56.281,954310000,54,783,-1.17649,0.722748,,-1.69137,25.3437,26.759,24.1759,25.2855,25.1632,25.1632
888,68,68,41.8,244.5,0,323.31,2859200000,343,284,-1.17709,1.20971,,-2.91591,27.7403,28.2283,26.2825,27.2346,26.9046,26.9046
1820,3,3,5.8,80.551,0,16.318,20968000,4,317,-1.19349,1.54287,+,-3.96549,21.3344,21.9405,20.1438,20.6546,20.5334,20.5334
1768,24,24,38,102.9,0,159.92,950550000,121,523,-1.1952,0.960539,,-2.2542,26.0982,26.8865,24.6779,25.8579,25.3556,25.3556
1135,17,16,31.5,76.149,0,136.76,1396000000,111,57,-1.19589,1.33247,+,-3.27763,26.8713,27.3979,25.6571,26.4124,25.7466,25.7466
1690,2,2,24.3,16.131,0,7.0984,26008000,4,847,-1.20186,1.74008,+,-4.7026,22.5444,21.9086,21.1076,20.8767,21.0897,21.0897
288,7,7,19.9,58.947,0,19.159,103640000,18,843,-1.21632,2.48513,+,-8.62975,23.4193,23.7133,22.3298,22.4777,22.2425,22.2425
4,32,32,35.5,141.44,0,260.34,1163500000,163,600,-1.23334,1.6513,+,-4.35859,26.7299,27.3269,25.5397,26.001,25.8444,25.8444
1673,13,13,42.7,57.543,0,175.27,181800000,43,441,-1.23787,1.23799,,-2.99693,23.6136,24.5141,22.5436,22.7561,23.1782,23.1782
1808,17,17,44.7,55.455,0,54.945,1475800000,114,62,-1.24169,0.808878,,-1.88917,26.463,27.2756,24.8063,26.3647,25.7118,25.7118
1082,19,11,52.6,64.132,0,316.76,1628000000,163,942,-1.25072,1.62148,+,-4.24761,27.0235,27.6087,25.8317,26.3539,26.0106,26.0106
1516,3,3,18,34.91,0,57.365,105150000,19,380,-1.25174,1.97234,+,-5.70958,23.7237,23.9924,22.6131,22.8645,22.3413,22.3413
934,25,25,54.7,61.397,0,129.44,2044500000,194,866,-1.25801,1.79015,+,-4.90605,28.1612,27.7756,26.8271,26.9184,26.3856,26.3856
145,18,18,28.6,94.622,0,147.55,1108100000,110,598,-1.26413,1.96949,+,-5.6962,26.7008,27.0957,25.7239,25.7981,25.3803,25.3803
909,24,8,11.5,339.59,0,138.31,290060000,60,771,-1.26978,1.26901,,-3.08734,24.605,24.9954,23.0135,24.0458,23.5318,23.5318
1519,31,31,49.2,90.583,0,256.73,5968100000,245,485,-1.27581,2.33634,+,-7.66675,29.2368,29.561,28.0363,28.3004,28.0327,28.0327
1727,75,75,43.7,273.6,0,323.31,2686700000,387,166,-1.28201,1.1403,,-2.72254,27.7459,28.0951,26.0287,27.2429,26.6439,26.6439
1876,12,12,45.8,35.13,0,63.335,526830000,57,308,-1.32873,2.14147,+,-6.55493,25.5212,25.754,24.0442,24.5299,24.3526,24.3526
696,22,22,28.9,118.82,0,172.99,869680000,103,541,-1.36902,1.20987,,-2.91636,25.7907,26.3723,24.0931,25.1782,24.8662,24.8662
593,10,8,22.5,66.785,0,84.224,189460000,45,691,-1.3841,1.7643,+,-4.80012,24.674,24.7248,23.0825,23.7609,23.1026,23.1026
1642,18,17,43.1,54.231,0,213.43,1226500000,106,676,-1.40301,1.89668,+,-5.36332,26.8651,27.2742,25.4573,25.9915,25.5511,25.5511
260,10,4,48.4,31.392,0,61.805,142640000,26,488,-1.40872,1.27565,,-3.10691,23.8334,24.1191,23.2502,22.2401,22.2124,22.2124
2031,20,17,38,63.48,0,193.95,2416900000,153,913,-1.40925,1.83764,+,-5.1057,28.1473,28.3099,26.557,27.2314,26.6697,26.6697
1007,7,7,22.2,50.617,0,77.423,388650000,35,476,-1.41231,2.97917,+,-12.716,25.3765,25.4156,23.9173,24.153,23.8808,23.8808
284,16,15,39.6,68.326,0,148.96,721720000,97,237,-1.42443,1.57185,+,-4.06777,26.3508,26.5291,24.794,25.5458,24.7069,24.7069
48,5,5,14.1,49.526,0,7.2124,61192000,15,399,-1.42912,1.89945,+,-5.3757,22.7058,23.1171,21.1469,21.6731,21.6269,21.6269
1692,7,7,14.6,63.138,0,43.287,64505000,14,741,-1.43262,2.35417,+,-7.77662,23.3648,22.9513,21.8624,21.7225,21.5915,21.5915
1650,5,5,23.1,44.385,0,188.89,727700000,48,825,-1.46138,1.24617,,-3.02061,26.4801,25.8477,24.54,25.3329,24.2347,24.2347
1986,3,3,17.6,26.383,0,52.077,43028000,7,858,-1.4722,1.19232,,-2.86673,21.9346,23.0095,20.6444,21.4795,20.8757,20.8757
117,2,2,13.9,22.942,0,9.6025,17293000,4,842,-1.51787,2.46547,+,-8.49637,22.1172,21.7473,20.2409,20.5267,20.4756,20.4756
847,5,5,29.3,31.321,0,27.369,190440000,26,738,-1.55615,1.60126,+,-4.17363,23.903,24.7078,23.0778,22.6705,22.4994,22.4994
1526,10,10,18.5,100.83,0,71.284,121810000,22,286,-1.57998,1.33709,+,-3.29178,23.4187,24.0414,21.8003,22.8003,21.8496,21.8496
1979,19,19,26.1,113.67,0,78.938,221300000,38,243,-1.68074,1.20951,,-2.91534,24.5343,25.0126,22.2617,23.6603,23.3562,23.3562
13,4,3,19.2,13.085,0,33.556,35930000000,128,535,-1.75576,0.375058,,-0.928491,32.2535,27.3691,27.895,28.8087,27.4629,27.4629
2150,12,12,30.1,71.729,0,117.6,395340000,71,624,-1.78442,1.64532,+,-4.33615,25.1509,25.488,22.9394,23.9348,23.7308,23.7308
88,8,4,37.6,36.105,0,26.374,220090000,30,705,-2.02626,0.604134,,-1.42718,22.9411,25.4318,20.6685,22.2669,23.5452,23.5452
1716,12,12,23.7,81.116,0,117.79,188190000,26,1041,-2.60695,1.73829,+,-4.69545,25.09,25.2102,21.6858,22.971,22.9726,22.9726
